trial_index,arm_name,trial_status,generation_method,metric,guidance_strength,beta1,beta2,lmbda
0,0_0,COMPLETED,Sobol,-0.8171622157096863,2.1171437703247107,0.5919314680695533,0.49398472997546194,0.15738459019350579
1,1_0,COMPLETED,Sobol,-0.8444032073020935,472.5399414285111,0.4334416116988286,0.7118348489133641,1300.228376005639
2,2_0,COMPLETED,Sobol,-0.844321072101593,10.05273513199141,0.9760039976444095,0.22343960348144173,0.0025033733229070047
3,3_0,COMPLETED,Sobol,-0.7244998812675476,0.00994456059493413,0.010346365677192807,0.9433658297248184,3.436999455849155
4,4_0,COMPLETED,Sobol,-0.7861286997795105,0.0012247961323899315,0.798047979131341,0.5647154240543023,58.92657093960345
5,5_0,COMPLETED,Sobol,-0.8465161323547363,89.60890600485303,0.20385040919110178,0.3445274672890082,0.008349045149143064
6,6_0,COMPLETED,Sobol,-0.8429125547409058,2317.0722898612535,0.6290997789138928,0.8404969888273627,3826.956460153274
7,7_0,COMPLETED,Sobol,-0.8294522166252136,0.3931787824335387,0.34938385283667595,0.12338512913323939,3.063649549960338
8,8_0,COMPLETED,Sobol,-0.5588839650154114,0.08875741057039713,0.9244653864009306,0.803258499501273,0.044518461627183155
9,9_0,COMPLETED,Sobol,-0.8446652889251709,3914.529895993398,0.07944504557456822,0.020132566971704364,81.18156339095593
10,10_0,COMPLETED,Sobol,-0.8430554866790771,52.944233294993545,0.5046620060484857,0.5385352227659896,0.4937720422187171
11,11_0,COMPLETED,Sobol,-0.7416297197341919,0.005436913307284248,0.47583363586105404,0.26144870517868546,3071.329673910015
12,12_0,COMPLETED,Sobol,-0.7220010161399841,0.048510219313516185,0.7171923720315099,0.14034762237221002,206.89320540870202
13,13_0,COMPLETED,Sobol,-0.8331964015960693,6.526957218381371,0.3100710273720324,0.9171836039051413,0.13280608202016395
14,14_0,COMPLETED,Sobol,-0.8442233204841614,726.2823786078142,0.8526048186728731,0.3907341821109876,19.230819055654532
15,15_0,COMPLETED,Sobol,-0.7275433540344238,0.4348022564338064,0.13563584846723825,0.6746095785861835,0.0033981542649972473
16,16_0,COMPLETED,Sobol,-0.8297283053398132,0.7488485063953426,0.8170654163639992,0.04782171307783574,8625.882208174087
17,17_0,COMPLETED,Sobol,-0.8459522724151611,1270.7017365505417,0.16336663144268096,0.7677651478378102,1.3434707300601887
18,18_0,COMPLETED,Sobol,-0.8279773592948914,3.790695898709502,0.7368726674420759,0.29497570470348,29.42536711653774
19,19_0,COMPLETED,Sobol,-0.4049314856529236,0.027733550982709874,0.26697274134960025,0.5128124362416565,0.016656610337139523
20,20_0,COMPLETED,Sobol,-0.5250248312950134,0.003418568045653625,0.5397174262711778,0.8834103633100167,0.0012500365228371997
21,21_0,COMPLETED,Sobol,-0.8435553312301636,33.817883344909355,0.4485792132066563,0.16631571213249116,6.8567086109050654
22,22_0,COMPLETED,Sobol,-0.8431481122970581,6224.112523520773,0.9052614513114094,0.6466751441303641,0.3547305488797031
23,23_0,COMPLETED,Sobol,-0.7908570766448975,0.1389205542499221,0.12205934951081872,0.4264737897310406,570.158078243046
24,24_0,COMPLETED,Sobol,-0.7634385824203491,0.24704630206112455,0.6640235952939838,0.7453489234428853,9.640930382752224
25,25_0,COMPLETED,Sobol,-0.8455292582511902,1478.985121370767,0.3222607921231538,0.46827580348961056,0.006806074144194468
26,26_0,COMPLETED,Sobol,-0.8420835733413696,142.6504838988374,0.7789715988216922,0.9710717042656616,471.87610022725573
27,27_0,COMPLETED,Sobol,-0.7558460235595703,0.0019193312868443285,0.24633692388888448,0.1879285632194951,0.058929419655877356
28,28_0,COMPLETED,Sobol,-0.6884889006614685,0.017106593064913057,0.9405809556478635,0.3165791476741433,1.126147125940906
29,29_0,COMPLETED,Sobol,-0.8433799743652344,17.56702031458953,0.0379610302420333,0.6004679417833686,1362.785709295973
30,30_0,COMPLETED,Sobol,-0.8440136909484863,274.6314305178463,0.6114994419962168,0.0896295622503385,0.0223176310017957
31,31_0,COMPLETED,Sobol,-0.8145489692687988,1.2112284527795274,0.39045587138459087,0.8664483352666721,162.59149606438496
32,32_0,COMPLETED,Sobol,-0.8472353219985962,1.8534429761283318,0.9876013608863577,0.5582705861739814,726.8460187719058
33,33_0,COMPLETED,Sobol,-0.8472767472267151,197.32015884916987,0.022101880545727908,0.2807362898848951,0.28213342828882304
34,34_0,COMPLETED,Sobol,-0.8394476175308228,19.013729840875108,0.564390820780769,0.7837727526230738,5.432266263957083
35,35_0,COMPLETED,Sobol,-0.4411160945892334,0.014385913380283614,0.4062877792250365,0.0005953731788322329,0.0015871789042332855
36,36_0,COMPLETED,Sobol,-0.6966584920883179,0.0022822734679890915,0.6486829638071359,0.3792512904871255,0.012762005052284706
37,37_0,COMPLETED,Sobol,-0.845265805721283,131.79806695487565,0.36888510375469924,0.6626789082605392,38.48005632652411
38,38_0,COMPLETED,Sobol,-0.8449699282646179,2058.484468160052,0.7943469152944163,0.15208013796899467,1.7638951937468952
39,39_0,COMPLETED,Sobol,-0.801986813545227,0.1614421186104619,0.1998082713643089,0.9288646725872531,6634.575036104205
40,40_0,COMPLETED,Sobol,-0.7662282586097717,0.09981352505848846,0.524346300280653,0.23533407414425164,124.2711647566354
41,41_0,COMPLETED,Sobol,-0.8438915610313416,9524.282511912868,0.4951120710996911,0.954884928454645,0.029142677857050246
42,42_0,COMPLETED,Sobol,-0.8438947200775146,28.439503308139237,0.9206062881667167,0.48232842551730576,1772.6850445114915
43,43_0,COMPLETED,Sobol,-0.7314339280128479,0.003700114070776029,0.07543922836147249,0.7000775663014501,0.8573081807458958
44,44_0,COMPLETED,Sobol,-0.662452220916748,0.02562376485481788,0.8641772902272642,0.8211731970151886,0.07412929298351252
45,45_0,COMPLETED,Sobol,-0.8291522264480591,4.507527168594397,0.1475379613637924,0.10368596538808197,369.97058684535045
46,46_0,COMPLETED,Sobol,-0.8437663316726685,830.3931979633511,0.6898554999651387,0.5842773848623037,0.0053577185866095
47,47_0,COMPLETED,Sobol,-0.8359643816947937,1.0422680531999735,0.28283514369372276,0.3639884397089481,12.174950064093846
48,48_0,COMPLETED,Sobol,-0.8213062286376953,0.6652729919207744,0.733081450553611,0.9905922291688621,2.4021028645631732
49,49_0,COMPLETED,Sobol,-0.8441991806030273,521.757033217054,0.26301956195198,0.20743193915113806,4814.20427710424
50,50_0,COMPLETED,BoTorch,-0.29788529872894287,0.024720654819825345,0.26426799876791224,0.43445621483954805,0.0014969966535076159
