trial_index,arm_name,trial_status,generation_method,metric,guidance_strength,beta1,beta2
0,0_0,COMPLETED,Sobol,-0.6680554151535034,2.1171437703247107,0.5919314680695533,0.49398472997546194
1,1_0,COMPLETED,Sobol,-0.7922273874282837,28.099892475485987,0.1714791677305475,0.8542765363706276
2,2_0,COMPLETED,Sobol,-0.8178001642227173,2906.2547641133024,0.7549474945943803,0.11508621314819902
3,3_0,COMPLETED,Sobol,-0.1598072648048401,0.03251873758910408,0.48845104564726355,0.7219650270184502
4,4_0,COMPLETED,Sobol,-0.5107705593109131,0.0013635830455932816,0.9140159705886617,0.9112919571250677
5,5_0,COMPLETED,Sobol,-0.7995957136154175,1333.0217442560008,0.33715648167114703,0.3042903167232871
6,6_0,COMPLETED,Sobol,-0.754164457321167,9.26759666263918,0.7370940140336751,0.540197430934757
7,7_0,COMPLETED,Sobol,-0.21341320872306824,0.1055828518853348,0.0028717549424618484,0.17978278777375817
8,8_0,COMPLETED,Sobol,-0.6163842678070068,0.3943134712946843,0.8508825323497876,0.5900874084178358
9,9_0,COMPLETED,Sobol,-0.7582919001579285,4.611102685701764,0.39934487313497813,0.20013928875513376
10,10_0,COMPLETED,Sobol,-0.6741969585418701,356.85871211553604,0.5495162166897207,0.955545133156702
11,11_0,COMPLETED,Sobol,-0.33303624391555786,0.0027401726198600707,0.18950452039763332,0.3146656696703285
12,12_0,COMPLETED,Sobol,-0.44862550497055054,0.009429494712975358,0.6540702482806519,0.0005894838022068142
13,13_0,COMPLETED,Sobol,-0.8334328532218933,6313.223527536535,0.1083342372989282,0.6413479071082547
14,14_0,COMPLETED,Sobol,-0.7772537469863892,96.92614702210953,0.9415382807962597,0.38946151666436346
15,15_0,COMPLETED,Sobol,-0.6252771019935608,0.9747587303875677,0.3008541343454272,0.7792885961467401
16,16_0,COMPLETED,Sobol,-0.7289804220199585,0.4782429968382191,0.9708311376515776,0.23410628705006092
17,17_0,COMPLETED,Sobol,-0.8175092935562134,129.2035557743381,0.2676608987264335,0.6224604901922867
18,18_0,COMPLETED,Sobol,-0.8323149085044861,4698.3767602077,0.6792892679488286,0.34374684855993837
19,19_0,COMPLETED,Sobol,-0.33720383048057556,0.019368815552480382,0.07141015136707574,0.984998870476149
20,20_0,COMPLETED,Sobol,-0.2545695900917053,0.006093000996535099,0.5204653508774936,0.6748268723934889
21,21_0,COMPLETED,Sobol,-0.7656387090682983,287.49590407520265,0.22245957585610449,0.033450118504464624
22,22_0,COMPLETED,Sobol,-0.7269415855407715,5.67941113001969,0.8254253325210884,0.8078822183869779
23,23_0,COMPLETED,Sobol,-0.5147537589073181,0.1787549585735587,0.4365109501099214,0.41940328327193854
24,24_0,COMPLETED,Sobol,-0.15386641025543213,0.0856816708022404,0.7079850955288857,0.8209119105879218
25,25_0,COMPLETED,Sobol,-0.8321755528450012,20.433543840562052,0.03588498218357563,0.4610097418148071
26,26_0,COMPLETED,Sobol,-0.8273889422416687,599.7784455991946,0.888615037101321,0.6935009282659739
27,27_0,COMPLETED,Sobol,-0.4238174855709076,0.0016933751493096554,0.37426641139481215,0.08501491933129728
28,28_0,COMPLETED,Sobol,-0.2015766203403473,0.04367471270316291,0.7843060259073973,0.27043766165245325
29,29_0,COMPLETED,Sobol,-0.7583482265472412,1414.2041024390762,0.45519201648049057,0.8788045358480886
30,30_0,COMPLETED,Sobol,-0.7732462882995605,57.3007253883845,0.6170865893969313,0.15083113609347493
31,31_0,COMPLETED,Sobol,-0.5475707650184631,1.5889993381301906,0.1346188508151099,0.5106141701275483
32,32_0,COMPLETED,Sobol,-0.43321114778518677,1.2062183041883041,0.7763591997446492,0.9379430266348645
33,33_0,COMPLETED,Sobol,-0.798572838306427,49.34691048217059,0.4787154548456892,0.3283651998443529
34,34_0,COMPLETED,Sobol,-0.8087864518165588,1862.4106281026711,0.5625480264611542,0.5763497675573453
35,35_0,COMPLETED,Sobol,-0.1652153879404068,0.050723519409660314,0.17351551041193305,0.21777950224187226
36,36_0,COMPLETED,Sobol,-0.37989571690559387,0.0024127909072414583,0.7312802382102236,0.403078389018774
37,37_0,COMPLETED,Sobol,-0.851019024848938,753.6678840783296,0.02822814036626369,0.7617696051970124
38,38_0,COMPLETED,Sobol,-0.7952271699905396,14.338256645923856,0.9277709558028727,0.018070360343903302
39,39_0,COMPLETED,Sobol,-0.15506486594676971,0.06820740960845487,0.3195298016555607,0.6277691379971803
40,40_0,COMPLETED,Sobol,-0.5242458581924438,0.2547468249335014,0.5437452537501231,0.10137025598622859
41,41_0,COMPLETED,Sobol,-0.8132022619247437,7.134381697985605,0.21475699972640722,0.7395830990541726
42,42_0,COMPLETED,Sobol,-0.8407979011535645,201.77242725223323,0.8645660039708019,0.4763590278010815
43,43_0,COMPLETED,Sobol,-0.3127634525299072,0.004848924613989634,0.3817286135014147,0.8680001171585172
44,44_0,COMPLETED,Sobol,-0.5230724215507507,0.014707642087040396,0.9629300383580849,0.5577004563705996
45,45_0,COMPLETED,Sobol,-0.7906120419502258,4045.4345530142114,0.29119958434347065,0.16618234240729363
46,46_0,COMPLETED,Sobol,-0.6978799104690552,170.2036737409077,0.6247964393254369,0.924884786308743
47,47_0,COMPLETED,Sobol,-0.4600549042224884,0.5553312452668457,0.11032205077260733,0.2867949186349288
48,48_0,COMPLETED,Sobol,-0.6153988242149353,0.7399064296794726,0.6617805466577411,0.7070730320541189
49,49_0,COMPLETED,Sobol,-0.8311287760734558,83.46638235452286,0.08504682058654725,0.06754071555566042
50,50_0,COMPLETED,BoTorch,-0.14563985168933868,0.04446236944070283,0.44500921325250736,0.5286543961175865
