trial_index,arm_name,trial_status,generation_method,metric,guidance_strength,beta1,beta2
0,0_0,COMPLETED,Sobol,-0.8175593614578247,2.1171437703247107,0.5919314680695533,0.49398472997546194
1,1_0,COMPLETED,Sobol,-0.8402840495109558,28.099892475485987,0.1714791677305475,0.8542765363706276
2,2_0,COMPLETED,Sobol,-0.8605717420578003,2906.2547641133024,0.7549474945943803,0.11508621314819902
3,3_0,COMPLETED,Sobol,-0.07935894280672073,0.03251873758910408,0.48845104564726355,0.7219650270184502
4,4_0,COMPLETED,Sobol,-0.549820601940155,0.0013635830455932816,0.9140159705886617,0.9112919571250677
5,5_0,COMPLETED,Sobol,-0.8522422313690186,1333.0217442560008,0.33715648167114703,0.3042903167232871
6,6_0,COMPLETED,Sobol,-0.8348232507705688,9.26759666263918,0.7370940140336751,0.540197430934757
7,7_0,COMPLETED,Sobol,-0.33680471777915955,0.1055828518853348,0.0028717549424618484,0.17978278777375817
8,8_0,COMPLETED,Sobol,-0.6380467414855957,0.3943134712946843,0.8508825323497876,0.5900874084178358
9,9_0,COMPLETED,Sobol,-0.8336398005485535,4.611102685701764,0.39934487313497813,0.20013928875513376
10,10_0,COMPLETED,Sobol,-0.8416447639465332,356.85871211553604,0.5495162166897207,0.955545133156702
11,11_0,COMPLETED,Sobol,-0.3742969036102295,0.0027401726198600707,0.18950452039763332,0.3146656696703285
12,12_0,COMPLETED,Sobol,-0.3729926347732544,0.009429494712975358,0.6540702482806519,0.0005894838022068142
13,13_0,COMPLETED,Sobol,-0.8572512865066528,6313.223527536535,0.1083342372989282,0.6413479071082547
14,14_0,COMPLETED,Sobol,-0.7808293700218201,96.92614702210953,0.9415382807962597,0.38946151666436346
15,15_0,COMPLETED,Sobol,-0.7499243021011353,0.9747587303875677,0.3008541343454272,0.7792885961467401
16,16_0,COMPLETED,Sobol,-0.8348396420478821,0.4782429968382191,0.9708311376515776,0.23410628705006092
17,17_0,COMPLETED,Sobol,-0.8476710915565491,129.2035557743381,0.2676608987264335,0.6224604901922867
18,18_0,COMPLETED,Sobol,-0.8400771617889404,4698.3767602077,0.6792892679488286,0.34374684855993837
19,19_0,COMPLETED,Sobol,-0.3738871216773987,0.019368815552480382,0.07141015136707574,0.984998870476149
20,20_0,COMPLETED,Sobol,-0.217487633228302,0.006093000996535099,0.5204653508774936,0.6748268723934889
21,21_0,COMPLETED,Sobol,-0.8151212930679321,287.49590407520265,0.22245957585610449,0.033450118504464624
22,22_0,COMPLETED,Sobol,-0.818902850151062,5.67941113001969,0.8254253325210884,0.8078822183869779
23,23_0,COMPLETED,Sobol,-0.4649677276611328,0.1787549585735587,0.4365109501099214,0.41940328327193854
24,24_0,COMPLETED,Sobol,-0.14197194576263428,0.0856816708022404,0.7079850955288857,0.8209119105879218
25,25_0,COMPLETED,Sobol,-0.8469030857086182,20.433543840562052,0.03588498218357563,0.4610097418148071
26,26_0,COMPLETED,Sobol,-0.7927546501159668,599.7784455991946,0.888615037101321,0.6935009282659739
27,27_0,COMPLETED,Sobol,-0.4483776390552521,0.0016933751493096554,0.37426641139481215,0.08501491933129728
28,28_0,COMPLETED,Sobol,-0.1093059778213501,0.04367471270316291,0.7843060259073973,0.27043766165245325
29,29_0,COMPLETED,Sobol,-0.8465702533721924,1414.2041024390762,0.45519201648049057,0.8788045358480886
30,30_0,COMPLETED,Sobol,-0.8359671235084534,57.3007253883845,0.6170865893969313,0.15083113609347493
31,31_0,COMPLETED,Sobol,-0.8149549961090088,1.5889993381301906,0.1346188508151099,0.5106141701275483
32,32_0,COMPLETED,Sobol,-0.40393978357315063,1.2062183041883041,0.7763591997446492,0.9379430266348645
33,33_0,COMPLETED,Sobol,-0.842349112033844,49.34691048217059,0.4787154548456892,0.3283651998443529
34,34_0,COMPLETED,Sobol,-0.8479626178741455,1862.4106281026711,0.5625480264611542,0.5763497675573453
35,35_0,COMPLETED,Sobol,-0.1606137752532959,0.050723519409660314,0.17351551041193305,0.21777950224187226
36,36_0,COMPLETED,Sobol,-0.42493757605552673,0.0024127909072414583,0.7312802382102236,0.403078389018774
37,37_0,COMPLETED,Sobol,-0.8637769818305969,753.6678840783296,0.02822814036626369,0.7617696051970124
38,38_0,COMPLETED,Sobol,-0.8200796842575073,14.338256645923856,0.9277709558028727,0.018070360343903302
39,39_0,COMPLETED,Sobol,-0.19975604116916656,0.06820740960845487,0.3195298016555607,0.6277691379971803
40,40_0,COMPLETED,Sobol,-0.7664234042167664,0.2547468249335014,0.5437452537501231,0.10137025598622859
41,41_0,COMPLETED,Sobol,-0.8274604082107544,7.134381697985605,0.21475699972640722,0.7395830990541726
42,42_0,COMPLETED,Sobol,-0.854507565498352,201.77242725223323,0.8645660039708019,0.4763590278010815
43,43_0,COMPLETED,Sobol,-0.2692616581916809,0.004848924613989634,0.3817286135014147,0.8680001171585172
44,44_0,COMPLETED,Sobol,-0.5122740864753723,0.014707642087040396,0.9629300383580849,0.5577004563705996
45,45_0,COMPLETED,Sobol,-0.8603287935256958,4045.4345530142114,0.29119958434347065,0.16618234240729363
46,46_0,COMPLETED,Sobol,-0.8488528728485107,170.2036737409077,0.6247964393254369,0.924884786308743
47,47_0,COMPLETED,Sobol,-0.7443125247955322,0.5553312452668457,0.11032205077260733,0.2867949186349288
48,48_0,COMPLETED,Sobol,-0.7493460178375244,0.7399064296794726,0.6617805466577411,0.7070730320541189
49,49_0,COMPLETED,Sobol,-0.8435230255126953,83.46638235452286,0.08504682058654725,0.06754071555566042
50,50_0,COMPLETED,BoTorch,-0.07849442958831787,0.03881309008968972,0.5383640298590799,0.43382790936625515
51,51_0,COMPLETED,BoTorch,-0.08059408515691757,0.04724554340251552,0.6270179337349969,0.5825720430161209
52,52_0,COMPLETED,BoTorch,-0.0781235545873642,0.02490463108241612,0.38463529434274296,0.3883317177120345
53,53_0,COMPLETED,BoTorch,-0.08530718088150024,0.03589571458560618,0.4845273063826983,0.19085984321910293
54,54_0,COMPLETED,BoTorch,-0.08118067681789398,0.028861283355543117,0.5022683986955611,0.4855004570783307
55,55_0,COMPLETED,BoTorch,-0.08047877997159958,0.022824996204640367,0.23421711551175836,0.06725337331374535
56,56_0,COMPLETED,BoTorch,-0.07907043397426605,0.026883988645858017,0.32214639069542433,0.17716294151266695
57,57_0,COMPLETED,BoTorch,-0.09326860308647156,0.01644109460776657,0.24973606224699407,0.2671720270739627
58,58_0,COMPLETED,BoTorch,-0.32492005825042725,0.043271154822635355,0.631215310214212,0.999
59,59_0,COMPLETED,BoTorch,-0.07941949367523193,0.025152200841498575,0.3773529953771257,0.6068661522316329
60,60_0,COMPLETED,BoTorch,-0.08267001062631607,0.03478165946262376,0.47787792551244046,0.6147856649432288
61,61_0,COMPLETED,BoTorch,-0.08146621286869049,0.022059289588232642,0.0,0.1170663323229765
62,62_0,COMPLETED,BoTorch,-0.07928111404180527,0.023086177878106223,0.14305956172773893,0.1701250077100164
